Archivo;Año;Mes Num;Mes;Concepto;Grupo;Importe;Total Recibo;Pagado;Deuda
10.pdf;2023;10;OCTUBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;OBRAS Y MEJORAS;PRESUPUESTO;1,26;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;112,16;112,16;0,00
10.pdf;2023;10;OCTUBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;ACS-Agua Caliente;L.ANT:636,00 L.ACT:640,00=4,00;18,00;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;ADMINISTRACION;ADMINISTRACION;3,32;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;1,26;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;112,16;112,16;0,00
11.pdf;2023;11;NOVIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;112,16;112,16;0,00
12.pdf;2023;12;DICIEMBRE;ACS-Agua Caliente;L.ANT:640,00 L.ACT:644,00=4,00;18,00;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;ADMINISTRACION;ADMINISTRACION;3,32;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;CALEF.;L.ANT:23317,00;7,44;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;1,26;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;119,60;119,60;0,00
12.pdf;2023;12;DICIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;119,60;119,60;0,00
2-derrama.pdf;2023;2;FEBRERO;DERRAMA FONDO FONDO;SEGURO COMUNITARIO+ DERRAMA;94,53;149,83;149,83;0,00
2-derrama.pdf;2023;2;FEBRERO;SEGURO COMUNITARIO FONDO;SEGURO COMUNITARIO+ DERRAMA;55,30;149,83;149,83;0,00
2.pdf;2023;2;FEBRERO;ACS;L.ANT:602,00 L.ACT:606,00=4,00;28,00;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;ADMINISTRACION;ADMINISTRACION;3,32;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;CALEF.;L.ANT:22703,00;43,65;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;DIFERENCIA FIJO EXTRA FEBRERO DIFERENCIA FIJO EXTRA FEBRERO;;14,19;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;180,00;180,00;0,00
2.pdf;2023;2;FEBRERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;180,00;180,00;0,00
3.pdf;2023;3;MARZO;ACS;L.ANT:606,00 L.ACT:611,00=5,00;35,00;259,54;259,54;0,00
3.pdf;2023;3;MARZO;ADMINISTRACION;ADMINISTRACION;3,32;259,54;259,54;0,00
3.pdf;2023;3;MARZO;CALEF.;L.ANT:22994,00;27,75;259,54;259,54;0,00
3.pdf;2023;3;MARZO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;259,54;259,54;0,00
3.pdf;2023;3;MARZO;CONSUMO DE AGUA;PRESUPUESTO;0,46;259,54;259,54;0,00
3.pdf;2023;3;MARZO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;259,54;259,54;0,00
3.pdf;2023;3;MARZO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;259,54;259,54;0,00
3.pdf;2023;3;MARZO;DERRAMA BOMBA DE CIRCULACIÓN CALDERA DERRAMA BOMBA CIRCULACIÓN CALDERA;;44,25;259,54;259,54;0,00
3.pdf;2023;3;MARZO;DERRAMA REPARACIONES Y DEMÁS DERRAMA REPARACIONES BAJANTES Y DEMÁS;;54,47;259,54;259,54;0,00
3.pdf;2023;3;MARZO;FIJO EXTRA MARZO 2023;FIJO EXTRA MARZO;3,91;259,54;259,54;0,00
3.pdf;2023;3;MARZO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;259,54;259,54;0,00
3.pdf;2023;3;MARZO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;259,54;259,54;0,00
3.pdf;2023;3;MARZO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;259,54;259,54;0,00
3.pdf;2023;3;MARZO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;259,54;259,54;0,00
3.pdf;2023;3;MARZO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;259,54;259,54;0,00
3.pdf;2023;3;MARZO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;259,54;259,54;0,00
3.pdf;2023;3;MARZO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;259,54;259,54;0,00
3.pdf;2023;3;MARZO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;259,54;259,54;0,00
3.pdf;2023;3;MARZO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;259,54;259,54;0,00
4.pdf;2023;4;ABRIL;ACS;L.ANT:611,00 L.ACT:616,00=5,00;25,00;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;ADMINISTRACION;ADMINISTRACION;3,32;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;CALEF.;L.ANT:23179,00;15,84;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;COMISIONES BANCARIAS;PRESUPUESTO;2,02;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;CONSUMO DE AGUA;PRESUPUESTO;0,46;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;FIJO EXTRA ABRIL;FIJO EXTRA ABRIL;4,43;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;OBRAS Y MEJORAS;PRESUPUESTO;1,26;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;139,43;139,43;0,00
4.pdf;2023;4;ABRIL;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;139,43;139,43;0,00
5.pdf;2023;5;MAYO;ACS;L.ANT:616,00 L.ACT:621,00=5,00;25,00;119,16;4,24;114,92
5.pdf;2023;5;MAYO;ADMINISTRACION;ADMINISTRACION;3,32;119,16;4,24;114,92
5.pdf;2023;5;MAYO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;119,16;4,24;114,92
5.pdf;2023;5;MAYO;CONSUMO DE AGUA;PRESUPUESTO;0,46;119,16;4,24;114,92
5.pdf;2023;5;MAYO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;119,16;4,24;114,92
5.pdf;2023;5;MAYO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;119,16;4,24;114,92
5.pdf;2023;5;MAYO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;119,16;4,24;114,92
5.pdf;2023;5;MAYO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;119,16;4,24;114,92
5.pdf;2023;5;MAYO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;119,16;4,24;114,92
5.pdf;2023;5;MAYO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;119,16;4,24;114,92
5.pdf;2023;5;MAYO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;119,16;4,24;114,92
5.pdf;2023;5;MAYO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;119,16;4,24;114,92
5.pdf;2023;5;MAYO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;119,16;4,24;114,92
5.pdf;2023;5;MAYO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;119,16;4,24;114,92
5.pdf;2023;5;MAYO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;119,16;4,24;114,92
6.pdf;2023;6;JUNIO;ACS;L.ANT:621,00 L.ACT:624,00=3,00;15,00;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;ADMINISTRACION;ADMINISTRACION;3,32;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;109,16;109,16;0,00
6.pdf;2023;6;JUNIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;109,16;109,16;0,00
7.pdf;2023;7;JULIO;ACS-Agua Caliente;L.ANT:624,00 L.ACT:627,00=3,00;13,50;107,66;107,66;0,00
7.pdf;2023;7;JULIO;ADMINISTRACION;ADMINISTRACION;3,32;107,66;107,66;0,00
7.pdf;2023;7;JULIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;107,66;107,66;0,00
7.pdf;2023;7;JULIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;107,66;107,66;0,00
7.pdf;2023;7;JULIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;107,66;107,66;0,00
7.pdf;2023;7;JULIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;107,66;107,66;0,00
7.pdf;2023;7;JULIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;107,66;107,66;0,00
7.pdf;2023;7;JULIO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;107,66;107,66;0,00
7.pdf;2023;7;JULIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;107,66;107,66;0,00
7.pdf;2023;7;JULIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;107,66;107,66;0,00
7.pdf;2023;7;JULIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;107,66;107,66;0,00
7.pdf;2023;7;JULIO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;107,66;107,66;0,00
7.pdf;2023;7;JULIO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;107,66;107,66;0,00
7.pdf;2023;7;JULIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;107,66;107,66;0,00
7.pdf;2023;7;JULIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;ACS-Agua Caliente;L.ANT:627,00 L.ACT:630,00=3,00;13,50;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;ADMINISTRACION;ADMINISTRACION;3,32;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;CONSUMO DE AGUA;PRESUPUESTO;0,46;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;107,66;107,66;0,00
8.pdf;2023;8;AGOSTO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;107,66;107,66;0,00
9.pdf;2023;9;SEPTIEMBRE;ACS-Agua Caliente;L.ANT:630,00 L.ACT:632,00=2,00;9,00;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;ADMINISTRACION;ADMINISTRACION;3,32;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;1,26;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;103,16;103,16;0,00
9.pdf;2023;9;SEPTIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;103,16;103,16;0,00
1.pdf;2024;1;ENERO;ACS-Agua Caliente;L.ANT:644,00 L.ACT:648,00=4,00;18,00;152,12;152,12;0,00
1.pdf;2024;1;ENERO;ADMINISTRACION;ADMINISTRACION;3,32;152,12;152,12;0,00
1.pdf;2024;1;ENERO;CALEF.;L.ANT:23379,00;39,96;152,12;152,12;0,00
1.pdf;2024;1;ENERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;152,12;152,12;0,00
1.pdf;2024;1;ENERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;152,12;152,12;0,00
1.pdf;2024;1;ENERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;152,12;152,12;0,00
1.pdf;2024;1;ENERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;152,12;152,12;0,00
1.pdf;2024;1;ENERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;152,12;152,12;0,00
1.pdf;2024;1;ENERO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;152,12;152,12;0,00
1.pdf;2024;1;ENERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;152,12;152,12;0,00
1.pdf;2024;1;ENERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;152,12;152,12;0,00
1.pdf;2024;1;ENERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;152,12;152,12;0,00
1.pdf;2024;1;ENERO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;152,12;152,12;0,00
1.pdf;2024;1;ENERO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;152,12;152,12;0,00
1.pdf;2024;1;ENERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;152,12;152,12;0,00
1.pdf;2024;1;ENERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;152,12;152,12;0,00
10.pdf;2024;10;OCTUBRE;ACS-Agua Caliente;L.ANT:679,00 L.ACT:682,00=3,00;13,50;107,66;107,66;0,00
10.pdf;2024;10;OCTUBRE;ADMINISTRACION;ADMINISTRACION;3,32;107,66;107,66;0,00
