Archivo;Año;Mes Num;Mes;Concepto;Grupo;Importe;Total Recibo;Pagado;Deuda
10.pdf;2025;10;OCTUBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;OBRAS Y MEJORAS;PRESUPUESTO;2,32;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;128,73;128,73;0,00
10.pdf;2025;10;OCTUBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;128,73;128,73;0,00
11.pdf;2025;11;NOVIEMBRE;ACS-Agua Caliente;L.ANT:738,00 L.ACT:742,00=4,00;24,80;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;ADMINISTRACION;ADMINISTRACION;3,53;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;2,32;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;123,53;123,53;0,00
11.pdf;2025;11;NOVIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;123,53;123,53;0,00
12.pdf;2025;12;DICIEMBRE;ACS-Agua Caliente;L.ANT:742,00 L.ACT:748,00=6,00;37,20;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;ADMINISTRACION;ADMINISTRACION;3,53;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;CALEF.;L.ANT:25616,00;10,53;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;2,32;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;146,46;0,00;146,46
12.pdf;2025;12;DICIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;146,46;0,00;146,46
2.pdf;2025;2;FEBRERO;ACS-Agua Caliente;L.ANT:698,00 L.ACT:705,00=7,00;42,00;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;ADMINISTRACION;ADMINISTRACION;3,32;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;CALEF.;L.ANT:24820,00;75,60;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;8,85;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;8,85;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,72;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;LIMPIEZA DE LA COMUNIDAD+ CONSUMIBLES;PRESUPUESTO;13,96;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;21,27;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,37;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;MANTENIMIENTO PORTALON;PRESUPUESTO;0,77;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;OBRAS Y MEJORAS;PRESUPUESTO;1,26;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;4,61;211,76;211,76;0,00
2.pdf;2025;2;FEBRERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;12,06;211,76;211,76;0,00
3.pdf;2025;3;MARZO;ACS-Agua Caliente;L.ANT:705,00 L.ACT:709,00=4,00;24,00;140,28;140,28;0,00
3.pdf;2025;3;MARZO;ADMINISTRACION;ADMINISTRACION;3,53;140,28;140,28;0,00
3.pdf;2025;3;MARZO;CALEF.;L.ANT:25380,00;17,55;140,28;140,28;0,00
3.pdf;2025;3;MARZO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;140,28;140,28;0,00
3.pdf;2025;3;MARZO;CONSUMO DE AGUA;PRESUPUESTO;0,46;140,28;140,28;0,00
3.pdf;2025;3;MARZO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;140,28;140,28;0,00
3.pdf;2025;3;MARZO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;140,28;140,28;0,00
3.pdf;2025;3;MARZO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;140,28;140,28;0,00
3.pdf;2025;3;MARZO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;140,28;140,28;0,00
3.pdf;2025;3;MARZO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;140,28;140,28;0,00
3.pdf;2025;3;MARZO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;140,28;140,28;0,00
3.pdf;2025;3;MARZO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;140,28;140,28;0,00
3.pdf;2025;3;MARZO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;140,28;140,28;0,00
3.pdf;2025;3;MARZO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;140,28;140,28;0,00
3.pdf;2025;3;MARZO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;140,28;140,28;0,00
3.pdf;2025;3;MARZO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;140,28;140,28;0,00
4.pdf;2025;4;ABRIL;ACS-Agua Caliente;L.ANT:709,00 L.ACT:714,00=5,00;30,00;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;ADMINISTRACION;ADMINISTRACION;3,53;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;CALEF.;L.ANT:25510,00;14,31;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;COMISIONES BANCARIAS;PRESUPUESTO;2,02;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;CONSUMO DE AGUA;PRESUPUESTO;0,46;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;OBRAS Y MEJORAS;PRESUPUESTO;2,32;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;143,04;143,04;0,00
4.pdf;2025;4;ABRIL;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;143,04;143,04;0,00
5.pdf;2025;5;MAYO;ACS-Agua Caliente;L.ANT:714,00 L.ACT:720,00=6,00;36,00;134,73;134,73;0,00
5.pdf;2025;5;MAYO;ADMINISTRACION;ADMINISTRACION;3,53;134,73;134,73;0,00
5.pdf;2025;5;MAYO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;134,73;134,73;0,00
5.pdf;2025;5;MAYO;CONSUMO DE AGUA;PRESUPUESTO;0,46;134,73;134,73;0,00
5.pdf;2025;5;MAYO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;134,73;134,73;0,00
5.pdf;2025;5;MAYO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;134,73;134,73;0,00
5.pdf;2025;5;MAYO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;134,73;134,73;0,00
5.pdf;2025;5;MAYO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;134,73;134,73;0,00
5.pdf;2025;5;MAYO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;134,73;134,73;0,00
5.pdf;2025;5;MAYO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;134,73;134,73;0,00
5.pdf;2025;5;MAYO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;134,73;134,73;0,00
5.pdf;2025;5;MAYO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;134,73;134,73;0,00
5.pdf;2025;5;MAYO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;134,73;134,73;0,00
5.pdf;2025;5;MAYO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;134,73;134,73;0,00
5.pdf;2025;5;MAYO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;134,73;134,73;0,00
6.pdf;2025;6;JUNIO;ACS-Agua Caliente;L.ANT:720,00 L.ACT:725,00=5,00;30,00;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;ADMINISTRACION;ADMINISTRACION;3,53;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;128,73;128,73;0,00
6.pdf;2025;6;JUNIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;128,73;128,73;0,00
7.pdf;2025;7;JULIO;ACS-Agua Caliente;L.ANT:725,00 L.ACT:728,00=3,00;18,00;116,73;116,73;0,00
7.pdf;2025;7;JULIO;ADMINISTRACION;ADMINISTRACION;3,53;116,73;116,73;0,00
7.pdf;2025;7;JULIO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO DE AGUA;PRESUPUESTO;0,46;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;116,73;116,73;0,00
7.pdf;2025;7;JULIO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;116,73;116,73;0,00
7.pdf;2025;7;JULIO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;116,73;116,73;0,00
7.pdf;2025;7;JULIO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;116,73;116,73;0,00
7.pdf;2025;7;JULIO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;116,73;116,73;0,00
7.pdf;2025;7;JULIO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;116,73;116,73;0,00
7.pdf;2025;7;JULIO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;116,73;116,73;0,00
7.pdf;2025;7;JULIO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;ACS-Agua Caliente;L.ANT:728,00 L.ACT:731,00=3,00;18,00;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;ADMINISTRACION;ADMINISTRACION;3,53;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO DE AGUA;PRESUPUESTO;0,46;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;116,73;116,73;0,00
8.pdf;2025;8;AGOSTO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;116,73;116,73;0,00
9.pdf;2025;9;SEPTIEMBRE;ACS-Agua Caliente;L.ANT:731,00 L.ACT:733,00=2,00;12,00;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;ADMINISTRACION;ADMINISTRACION;3,53;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;COMISIONES BANCARIAS;PRESUPUESTO;2,02;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO DE AGUA;PRESUPUESTO;0,46;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;OBRAS Y MEJORAS;PRESUPUESTO;2,32;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;110,73;110,73;0,00
9.pdf;2025;9;SEPTIEMBRE;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;110,73;110,73;0,00
derrama.pdf;2025;;;DERRAMA FONDO CALDERA;DERRAMA FONDO CALDERA;89,79;114,74;114,74;0,00
derrama.pdf;2025;;;DERRAMA FONDO REPARACIONES;DERRAMA FONDO REPARACIONES;24,95;114,74;114,74;0,00
1.pdf;2026;1;ENERO;ACS-Agua Caliente;L.ANT:748,00 L.ACT:754,00=6,00;37,20;234,08;234,08;0,00
1.pdf;2026;1;ENERO;ADMINISTRACION;ADMINISTRACION;3,53;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CALEF.;L.ANT:25694,00;98,15;234,08;234,08;0,00
1.pdf;2026;1;ENERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;234,08;234,08;0,00
1.pdf;2026;1;ENERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;234,08;234,08;0,00
1.pdf;2026;1;ENERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;234,08;234,08;0,00
1.pdf;2026;1;ENERO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;234,08;234,08;0,00
1.pdf;2026;1;ENERO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;234,08;234,08;0,00
1.pdf;2026;1;ENERO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;234,08;234,08;0,00
1.pdf;2026;1;ENERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;234,08;234,08;0,00
1.pdf;2026;1;ENERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;234,08;234,08;0,00
2.pdf;2026;2;FEBRERO;ACS-Agua Caliente;L.ANT:754,00 L.ACT:760,00=6,00;37,20;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;ADMINISTRACION;ADMINISTRACION;3,53;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CALEF.;L.ANT:26421,00;126,77;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;COMISIONES BANCARIAS;PRESUPUESTO;2,02;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO DE AGUA;PRESUPUESTO;0,46;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO ELECTRICO GARAJE;PRESUPUESTO;5,69;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;CONSUMO ELECTRICO PORTALES;PRESUPUESTO;5,69;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;FONDO DE PROVISION AL 10%;FONDO DE PROVISIÓN AL 10%;5,64;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;LIMPIEZA DE LA COMUNIDAD;PRESUPUESTO;14,47;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO ASCENSORES;PRESUPUESTO;23,95;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO CALDERA;GAS NATURAL,ACS Y CALEFACCION;8,62;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO DE EXTINCION DE PRESUPUESTO INCENDIOS;;2,64;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;MANTENIMIENTO PORTALON;PRESUPUESTO;1,02;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;OBRAS Y MEJORAS;PRESUPUESTO;2,32;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;SEGURO COMUNITARIO;SEGURO COMUNITARIO;5,15;262,70;262,70;0,00
2.pdf;2026;2;FEBRERO;TERMINO FIJO;GAS NATURAL,ACS Y CALEFACCION;17,53;262,70;262,70;0,00
